user_id,event_name,event_time,device_type,country,session_duration,event_date,event_day,event_step
2641,checkout,2024-02-18,Android,India,1440.0,2024-02-18,Sunday,7
17855,view_product,2024-06-09,Web,India,953.0,2024-06-09,Sunday,5
9738,view_product,2024-01-09,Android,India,936.0,2024-01-09,Tuesday,5
5726,app_open,2024-06-06,iOS,unknown,1460.0,2024-06-06,Thursday,1
12789,checkout,2024-01-29,iOS,India,610.0,2024-01-29,Monday,7
12017,login,2024-03-29,Android,Germany,776.0,2024-03-29,Friday,3
1363,checkout,2024-06-05,unknown,USA,50.0,2024-06-05,Wednesday,7
11358,add_to_cart,2024-04-17,iOS,USA,1282.0,2024-04-17,Wednesday,6
4309,purchase,2024-02-07,Android,unknown,1350.0,2024-02-07,Wednesday,8
17929,signup,2024-05-24,Web,Germany,779.0,2024-05-24,Friday,2
4240,search,2024-04-17,Web,India,599.0,2024-04-17,Wednesday,4
7665,purchase,2024-04-01,unknown,USA,1782.0,2024-04-01,Monday,8
13921,purchase,2024-04-01,iOS,India,1305.0,2024-04-01,Monday,8
2936,app_open,2024-01-15,iOS,USA,622.0,2024-01-15,Monday,1
14968,search,2024-03-23,unknown,India,1322.0,2024-03-23,Saturday,4
12197,view_product,2024-02-28,Android,UK,703.0,2024-02-28,Wednesday,5
12998,search,2024-04-10,Web,unknown,520.0,2024-04-10,Wednesday,4
1882,signup,2024-02-24,Android,USA,310.0,2024-02-24,Saturday,2
7923,add_to_cart,2024-03-23,iOS,India,1477.0,2024-03-23,Saturday,6
14708,purchase,2024-01-30,unknown,UK,494.0,2024-01-30,Tuesday,8
6204,signup,2024-05-11,iOS,USA,664.0,2024-05-11,Saturday,2
8288,add_to_cart,2024-01-16,iOS,India,36.0,2024-01-16,Tuesday,6
4203,search,2024-06-26,Android,UK,935.0,2024-06-26,Wednesday,4
3244,search,2024-01-17,Android,Germany,1365.0,2024-01-17,Wednesday,4
1018,app_open,2024-03-01,Android,USA,813.0,2024-03-01,Friday,1
18025,add_to_cart,2024-02-28,Web,unknown,1124.0,2024-02-28,Wednesday,6
4083,signup,2024-06-25,iOS,UK,1638.0,2024-06-25,Tuesday,2
9521,search,2024-05-02,Android,UK,1726.0,2024-05-02,Thursday,4
18249,login,2024-04-09,iOS,USA,1243.0,2024-04-09,Tuesday,3
1773,app_open,2024-03-19,Web,USA,752.0,2024-03-19,Tuesday,1
5732,app_open,2024-04-11,Android,India,1360.0,2024-04-11,Thursday,1
7795,checkout,2024-06-25,Android,unknown,905.0,2024-06-25,Tuesday,7
7984,app_open,2024-06-14,iOS,UK,55.0,2024-06-14,Friday,1
3567,app_open,2024-01-07,Android,USA,1145.0,2024-01-07,Sunday,1
17121,add_to_cart,2024-04-14,iOS,USA,340.0,2024-04-14,Sunday,6
2674,add_to_cart,2024-04-21,unknown,USA,571.0,2024-04-21,Sunday,6
11875,search,2024-03-27,iOS,India,1761.0,2024-03-27,Wednesday,4
12572,purchase,2024-02-17,Web,India,1163.0,2024-02-17,Saturday,8
1739,view_product,2024-06-21,Web,unknown,772.0,2024-06-21,Friday,5
2545,checkout,2024-01-19,Android,USA,876.0,2024-01-19,Friday,7
10327,purchase,2024-04-04,Web,UK,342.0,2024-04-04,Thursday,8
6127,purchase,2024-04-16,Android,USA,1747.0,2024-04-16,Tuesday,8
10065,login,2024-04-06,unknown,India,515.0,2024-04-06,Saturday,3
11492,view_product,2024-01-12,Android,USA,1547.0,2024-01-12,Friday,5
14749,view_product,2024-05-08,unknown,India,403.0,2024-05-08,Wednesday,5
10045,search,2024-06-26,Web,unknown,1027.0,2024-06-26,Wednesday,4
19667,app_open,2024-03-26,Android,USA,1245.0,2024-03-26,Tuesday,1
10521,app_open,2024-06-11,Android,India,803.0,2024-06-11,Tuesday,1
9669,search,2024-02-16,Android,India,204.0,2024-02-16,Friday,4
12283,search,2024-03-13,Android,unknown,1750.0,2024-03-13,Wednesday,4
7998,add_to_cart,2024-04-02,Web,India,554.0,2024-04-02,Tuesday,6
14440,signup,2024-03-29,iOS,India,125.0,2024-03-29,Friday,2
13697,app_open,2024-01-15,iOS,UK,239.0,2024-01-15,Monday,1
14733,login,2024-06-10,Android,India,1517.0,2024-06-10,Monday,3
2269,signup,2024-01-01,Android,USA,162.0,2024-01-01,Monday,2
8868,view_product,2024-06-20,Web,UK,517.0,2024-06-20,Thursday,5
13373,checkout,2024-02-12,Web,India,1057.0,2024-02-12,Monday,7
19987,add_to_cart,2024-06-07,iOS,UK,1246.0,2024-06-07,Friday,6
6961,add_to_cart,2024-04-18,Android,USA,1072.0,2024-04-18,Thursday,6
16734,app_open,2024-06-01,Android,UK,562.0,2024-06-01,Saturday,1
10661,search,2024-03-27,iOS,India,824.0,2024-03-27,Wednesday,4
9569,search,2024-02-23,iOS,USA,455.0,2024-02-23,Friday,4
8557,checkout,2024-04-11,iOS,USA,329.0,2024-04-11,Thursday,7
19064,search,2024-04-17,Web,India,1202.0,2024-04-17,Wednesday,4
9433,app_open,2024-02-12,iOS,UK,723.0,2024-02-12,Monday,1
16653,add_to_cart,2024-04-01,Android,India,708.0,2024-04-01,Monday,6
10111,login,2024-03-05,Android,UK,470.0,2024-03-05,Tuesday,3
6682,search,2024-05-23,iOS,unknown,1622.0,2024-05-23,Thursday,4
16479,add_to_cart,2024-02-17,Web,Germany,1442.0,2024-02-17,Saturday,6
16047,app_open,2024-05-15,Web,UK,148.0,2024-05-15,Wednesday,1
9084,view_product,2024-04-02,Android,India,241.0,2024-04-02,Tuesday,5
17453,signup,2024-02-21,Android,UK,1308.0,2024-02-21,Wednesday,2
7200,app_open,2024-01-02,Web,USA,1094.0,2024-01-02,Tuesday,1
11278,app_open,2024-05-25,Android,India,466.0,2024-05-25,Saturday,1
3007,add_to_cart,2024-03-03,Web,UK,415.0,2024-03-03,Sunday,6
16802,search,2024-06-14,iOS,India,1355.0,2024-06-14,Friday,4
14329,checkout,2024-06-06,iOS,USA,784.0,2024-06-06,Thursday,7
3779,signup,2024-03-01,Android,Germany,715.0,2024-03-01,Friday,2
1755,signup,2024-04-25,Web,UK,1315.0,2024-04-25,Thursday,2
7495,search,2024-02-05,Web,USA,725.0,2024-02-05,Monday,4
11187,login,2024-06-17,iOS,Germany,793.0,2024-06-17,Monday,3
10513,app_open,2024-03-11,iOS,UK,526.0,2024-03-11,Monday,1
19714,search,2024-04-13,Web,USA,1570.0,2024-04-13,Saturday,4
18400,checkout,2024-04-16,iOS,UK,451.0,2024-04-16,Tuesday,7
8347,add_to_cart,2024-02-01,Web,Germany,154.0,2024-02-01,Thursday,6
15249,login,2024-05-23,Android,India,82.0,2024-05-23,Thursday,3
15879,search,2024-04-01,Web,India,463.0,2024-04-01,Monday,4
15057,view_product,2024-01-26,Android,UK,575.0,2024-01-26,Friday,5
13057,login,2024-03-15,Android,India,1058.0,2024-03-15,Friday,3
5938,checkout,2024-01-07,Android,India,146.0,2024-01-07,Sunday,7
1737,add_to_cart,2024-04-04,Web,UK,1500.0,2024-04-04,Thursday,6
7200,login,2024-02-13,Android,USA,423.0,2024-02-13,Tuesday,3
9371,signup,2024-02-16,unknown,UK,1167.0,2024-02-16,Friday,2
17615,purchase,2024-06-23,iOS,USA,1485.0,2024-06-23,Sunday,8
19301,app_open,2024-02-11,Web,UK,717.0,2024-02-11,Sunday,1
9534,search,2024-02-05,Web,Germany,1449.0,2024-02-05,Monday,4
3623,checkout,2024-01-16,Android,unknown,812.0,2024-01-16,Tuesday,7
9646,checkout,2024-06-22,Web,UK,24.0,2024-06-22,Saturday,7
14543,add_to_cart,2024-04-29,unknown,India,569.0,2024-04-29,Monday,6
13817,add_to_cart,2024-04-25,iOS,USA,1417.0,2024-04-25,Thursday,6
19660,search,2024-04-23,Web,India,1499.0,2024-04-23,Tuesday,4
5497,purchase,2024-01-25,Web,unknown,1094.0,2024-01-25,Thursday,8
8933,purchase,2024-05-18,iOS,unknown,1002.0,2024-05-18,Saturday,8
19519,app_open,2024-04-01,iOS,India,936.0,2024-04-01,Monday,1
7727,add_to_cart,2024-01-20,iOS,USA,1774.0,2024-01-20,Saturday,6
13156,purchase,2024-01-25,Android,Germany,1312.0,2024-01-25,Thursday,8
18949,add_to_cart,2024-02-25,iOS,India,1139.0,2024-02-25,Sunday,6
17692,purchase,2024-02-29,unknown,USA,292.0,2024-02-29,Thursday,8
9627,app_open,2024-01-08,iOS,India,639.0,2024-01-08,Monday,1
9368,add_to_cart,2024-01-18,Web,USA,1521.0,2024-01-18,Thursday,6
17522,add_to_cart,2024-03-25,Android,India,914.0,2024-03-25,Monday,6
17577,add_to_cart,2024-04-01,iOS,USA,1505.0,2024-04-01,Monday,6
16577,signup,2024-04-19,Android,USA,1132.0,2024-04-19,Friday,2
14472,app_open,2024-01-22,Web,USA,1390.0,2024-01-22,Monday,1
1942,purchase,2024-04-05,Web,India,1411.0,2024-04-05,Friday,8
5620,view_product,2024-01-20,Android,UK,1612.0,2024-01-20,Saturday,5
17195,signup,2024-01-10,iOS,India,1770.0,2024-01-10,Wednesday,2
12154,login,2024-06-04,Web,unknown,1503.0,2024-06-04,Tuesday,3
7353,app_open,2024-01-05,Android,India,817.0,2024-01-05,Friday,1
10145,login,2024-03-22,unknown,USA,1159.0,2024-03-22,Friday,3
10494,signup,2024-06-09,iOS,India,1237.0,2024-06-09,Sunday,2
14562,add_to_cart,2024-03-20,Web,USA,736.0,2024-03-20,Wednesday,6
3880,view_product,2024-04-14,Web,India,1316.0,2024-04-14,Sunday,5
1545,checkout,2024-04-13,Android,USA,278.0,2024-04-13,Saturday,7
15132,view_product,2024-01-09,Web,UK,1003.0,2024-01-09,Tuesday,5
14304,app_open,2024-04-01,Web,Germany,397.0,2024-04-01,Monday,1
2927,view_product,2024-06-04,Android,unknown,209.0,2024-06-04,Tuesday,5
17388,add_to_cart,2024-04-10,unknown,India,397.0,2024-04-10,Wednesday,6
12673,purchase,2024-01-13,iOS,USA,864.0,2024-01-13,Saturday,8
16372,checkout,2024-04-11,Android,USA,1405.0,2024-04-11,Thursday,7
3663,search,2024-03-07,Android,UK,1607.0,2024-03-07,Thursday,4
16033,purchase,2024-02-06,iOS,Germany,953.0,2024-02-06,Tuesday,8
10465,add_to_cart,2024-04-14,Android,USA,744.0,2024-04-14,Sunday,6
4326,signup,2024-04-10,Android,India,812.0,2024-04-10,Wednesday,2
4659,add_to_cart,2024-06-14,unknown,USA,53.0,2024-06-14,Friday,6
18515,view_product,2024-05-13,Web,Germany,229.0,2024-05-13,Monday,5
5763,signup,2024-02-02,iOS,UK,1209.0,2024-02-02,Friday,2
11828,signup,2024-01-22,Android,USA,1209.0,2024-01-22,Monday,2
15820,add_to_cart,2024-02-01,Android,India,868.0,2024-02-01,Thursday,6
12221,add_to_cart,2024-06-11,iOS,USA,1789.0,2024-06-11,Tuesday,6
12211,search,2024-02-18,Web,USA,945.0,2024-02-18,Sunday,4
14569,purchase,2024-02-21,Android,India,1153.0,2024-02-21,Wednesday,8
6092,add_to_cart,2024-02-18,Android,unknown,643.0,2024-02-18,Sunday,6
7022,purchase,2024-05-10,Web,USA,70.0,2024-05-10,Friday,8
13569,add_to_cart,2024-03-18,Web,India,1229.0,2024-03-18,Monday,6
14515,checkout,2024-02-13,Web,USA,1565.0,2024-02-13,Tuesday,7
7159,app_open,2024-05-08,iOS,USA,1494.0,2024-05-08,Wednesday,1
14223,signup,2024-04-10,Android,Germany,444.0,2024-04-10,Wednesday,2
9445,search,2024-04-18,Android,UK,503.0,2024-04-18,Thursday,4
12022,view_product,2024-04-16,unknown,UK,762.0,2024-04-16,Tuesday,5
4044,purchase,2024-04-16,iOS,unknown,132.0,2024-04-16,Tuesday,8
10612,checkout,2024-01-20,Web,USA,516.0,2024-01-20,Saturday,7
6636,login,2024-02-04,iOS,USA,768.0,2024-02-04,Sunday,3
12593,app_open,2024-01-21,Web,UK,857.0,2024-01-21,Sunday,1
17179,checkout,2024-06-20,Android,USA,1024.0,2024-06-20,Thursday,7
3892,add_to_cart,2024-03-15,iOS,India,1598.0,2024-03-15,Friday,6
6812,login,2024-01-14,iOS,Germany,81.0,2024-01-14,Sunday,3
1654,search,2024-03-13,Android,unknown,1341.0,2024-03-13,Wednesday,4
18143,signup,2024-03-31,iOS,UK,97.0,2024-03-31,Sunday,2
2798,search,2024-02-05,iOS,USA,1418.0,2024-02-05,Monday,4
6159,app_open,2024-02-20,iOS,India,1771.0,2024-02-20,Tuesday,1
12618,app_open,2024-01-25,iOS,USA,577.0,2024-01-25,Thursday,1
9446,view_product,2024-03-12,Android,USA,1518.0,2024-03-12,Tuesday,5
4823,purchase,2024-03-30,iOS,USA,590.0,2024-03-30,Saturday,8
17099,search,2024-05-15,Android,India,964.0,2024-05-15,Wednesday,4
19260,app_open,2024-03-06,Web,UK,1273.0,2024-03-06,Wednesday,1
8787,search,2024-01-26,Android,USA,453.0,2024-01-26,Friday,4
12196,view_product,2024-04-17,Android,India,594.0,2024-04-17,Wednesday,5
7380,view_product,2024-01-19,unknown,unknown,1302.0,2024-01-19,Friday,5
18392,search,2024-06-25,Android,USA,634.0,2024-06-25,Tuesday,4
10702,add_to_cart,2024-01-23,Android,USA,856.0,2024-01-23,Tuesday,6
19892,app_open,2024-06-23,Web,USA,605.0,2024-06-23,Sunday,1
3682,checkout,2024-06-04,Android,USA,1443.0,2024-06-04,Tuesday,7
1989,signup,2024-05-25,iOS,UK,442.0,2024-05-25,Saturday,2
13476,add_to_cart,2024-03-10,Web,India,1738.0,2024-03-10,Sunday,6
9446,signup,2024-05-14,unknown,unknown,848.0,2024-05-14,Tuesday,2
5711,add_to_cart,2024-02-21,Android,USA,973.0,2024-02-21,Wednesday,6
7479,view_product,2024-01-01,Android,Germany,504.0,2024-01-01,Monday,5
14161,app_open,2024-03-07,iOS,unknown,1398.0,2024-03-07,Thursday,1
15635,view_product,2024-01-27,Android,UK,866.0,2024-01-27,Saturday,5
9075,checkout,2024-01-25,Android,India,45.0,2024-01-25,Thursday,7
2007,view_product,2024-04-28,iOS,USA,263.0,2024-04-28,Sunday,5
8688,view_product,2024-02-10,Android,India,788.0,2024-02-10,Saturday,5
11763,checkout,2024-06-03,Web,USA,1521.0,2024-06-03,Monday,7
4908,view_product,2024-02-22,Android,USA,775.0,2024-02-22,Thursday,5
12957,search,2024-03-15,Android,USA,644.0,2024-03-15,Friday,4
5379,search,2024-02-01,Web,Germany,1314.0,2024-02-01,Thursday,4
17482,app_open,2024-05-08,Android,USA,490.0,2024-05-08,Wednesday,1
1877,add_to_cart,2024-04-15,Web,UK,907.0,2024-04-15,Monday,6
16585,app_open,2024-06-24,Android,Germany,1392.0,2024-06-24,Monday,1
19252,login,2024-01-15,iOS,India,1306.0,2024-01-15,Monday,3
18772,signup,2024-05-25,Web,UK,1338.0,2024-05-25,Saturday,2
19799,checkout,2024-02-11,iOS,India,104.0,2024-02-11,Sunday,7
3637,search,2024-01-28,Android,UK,1795.0,2024-01-28,Sunday,4
8242,checkout,2024-03-04,Web,USA,1066.0,2024-03-04,Monday,7
10257,app_open,2024-06-09,iOS,USA,758.0,2024-06-09,Sunday,1
9613,purchase,2024-01-18,Android,USA,1360.0,2024-01-18,Thursday,8
3883,add_to_cart,2024-02-18,unknown,USA,1664.0,2024-02-18,Sunday,6
2204,view_product,2024-02-13,Web,India,1576.0,2024-02-13,Tuesday,5
17928,search,2024-01-01,Android,USA,772.0,2024-01-01,Monday,4
12831,signup,2024-06-15,iOS,India,1593.0,2024-06-15,Saturday,2
16464,search,2024-05-03,iOS,unknown,1769.0,2024-05-03,Friday,4
18607,add_to_cart,2024-05-16,Android,India,210.0,2024-05-16,Thursday,6
14994,signup,2024-01-28,Android,UK,995.0,2024-01-28,Sunday,2
7520,login,2024-04-15,iOS,USA,940.0,2024-04-15,Monday,3
1654,app_open,2024-01-19,Android,UK,100.0,2024-01-19,Friday,1
19830,add_to_cart,2024-01-20,Web,USA,875.0,2024-01-20,Saturday,6
9412,signup,2024-03-12,iOS,USA,1520.0,2024-03-12,Tuesday,2
4666,login,2024-04-25,Web,UK,1119.0,2024-04-25,Thursday,3
5277,add_to_cart,2024-02-29,Web,USA,891.0,2024-02-29,Thursday,6
19953,add_to_cart,2024-02-27,Web,India,628.0,2024-02-27,Tuesday,6
6515,search,2024-05-20,iOS,India,531.0,2024-05-20,Monday,4
10205,app_open,2024-04-14,unknown,USA,1173.0,2024-04-14,Sunday,1
16198,checkout,2024-01-01,Android,UK,1590.0,2024-01-01,Monday,7
4985,checkout,2024-01-29,iOS,India,1542.0,2024-01-29,Monday,7
14135,signup,2024-05-04,iOS,Germany,1241.0,2024-05-04,Saturday,2
9167,add_to_cart,2024-01-16,iOS,India,499.0,2024-01-16,Tuesday,6
8448,checkout,2024-04-21,Android,USA,986.0,2024-04-21,Sunday,7
4681,add_to_cart,2024-04-02,iOS,UK,1206.0,2024-04-02,Tuesday,6
17956,signup,2024-05-29,Android,unknown,1132.0,2024-05-29,Wednesday,2
10524,purchase,2024-01-02,Web,USA,337.0,2024-01-02,Tuesday,8
5753,checkout,2024-04-15,Web,UK,1271.0,2024-04-15,Monday,7
8082,add_to_cart,2024-04-01,Android,UK,1033.0,2024-04-01,Monday,6
5002,app_open,2024-01-04,iOS,unknown,498.0,2024-01-04,Thursday,1
6629,add_to_cart,2024-06-15,Web,USA,679.0,2024-06-15,Saturday,6
13278,purchase,2024-05-29,unknown,USA,990.0,2024-05-29,Wednesday,8
9417,purchase,2024-05-02,Android,India,511.0,2024-05-02,Thursday,8
2997,checkout,2024-01-12,Web,India,837.0,2024-01-12,Friday,7
9963,search,2024-06-04,unknown,UK,530.0,2024-06-04,Tuesday,4
16784,search,2024-04-01,iOS,USA,1745.0,2024-04-01,Monday,4
5524,view_product,2024-04-18,unknown,USA,350.0,2024-04-18,Thursday,5
4407,purchase,2024-01-15,unknown,UK,560.0,2024-01-15,Monday,8
7731,add_to_cart,2024-01-10,Web,India,1226.0,2024-01-10,Wednesday,6
8795,search,2024-04-06,Web,UK,1266.0,2024-04-06,Saturday,4
12332,app_open,2024-02-01,Android,India,1292.0,2024-02-01,Thursday,1
3911,login,2024-01-02,unknown,USA,1480.0,2024-01-02,Tuesday,3
19799,app_open,2024-04-05,iOS,India,561.0,2024-04-05,Friday,1
17634,signup,2024-03-25,iOS,USA,809.0,2024-03-25,Monday,2
16194,add_to_cart,2024-06-14,Web,Germany,1303.0,2024-06-14,Friday,6
5951,checkout,2024-01-26,Web,USA,735.0,2024-01-26,Friday,7
9098,view_product,2024-05-18,Web,USA,732.0,2024-05-18,Saturday,5
17117,view_product,2024-03-23,Android,India,465.0,2024-03-23,Saturday,5
9102,checkout,2024-01-01,iOS,USA,98.0,2024-01-01,Monday,7
6565,checkout,2024-06-25,Web,Germany,1179.0,2024-06-25,Tuesday,7
2173,login,2024-05-31,iOS,USA,94.0,2024-05-31,Friday,3
9624,checkout,2024-01-24,unknown,India,193.0,2024-01-24,Wednesday,7
15394,add_to_cart,2024-04-23,Web,Germany,416.0,2024-04-23,Tuesday,6
14256,signup,2024-01-17,iOS,unknown,271.0,2024-01-17,Wednesday,2
1835,checkout,2024-05-05,iOS,unknown,1428.0,2024-05-05,Sunday,7
19646,search,2024-04-28,Android,USA,1377.0,2024-04-28,Sunday,4
12824,checkout,2024-01-30,iOS,USA,1127.0,2024-01-30,Tuesday,7
5567,search,2024-01-12,Android,USA,840.0,2024-01-12,Friday,4
4815,search,2024-06-05,Web,USA,1729.0,2024-06-05,Wednesday,4
17630,app_open,2024-01-13,Web,USA,1128.0,2024-01-13,Saturday,1
3429,search,2024-05-11,iOS,India,549.0,2024-05-11,Saturday,4
10182,purchase,2024-02-18,Android,unknown,1150.0,2024-02-18,Sunday,8
10118,purchase,2024-05-29,Web,UK,255.0,2024-05-29,Wednesday,8
12630,signup,2024-01-31,iOS,India,536.0,2024-01-31,Wednesday,2
3607,view_product,2024-01-06,Android,India,639.0,2024-01-06,Saturday,5
6930,app_open,2024-05-12,iOS,USA,523.0,2024-05-12,Sunday,1
5022,search,2024-01-09,Web,India,1244.0,2024-01-09,Tuesday,4
12991,signup,2024-06-10,Android,unknown,1063.0,2024-06-10,Monday,2
7617,login,2024-02-25,iOS,India,275.0,2024-02-25,Sunday,3
4151,signup,2024-02-25,Android,India,1197.0,2024-02-25,Sunday,2
6580,view_product,2024-04-07,Web,Germany,433.0,2024-04-07,Sunday,5
8054,purchase,2024-01-10,unknown,India,397.0,2024-01-10,Wednesday,8
8619,signup,2024-06-04,Android,USA,1422.0,2024-06-04,Tuesday,2
16823,purchase,2024-02-07,unknown,USA,217.0,2024-02-07,Wednesday,8
14247,checkout,2024-06-25,unknown,India,733.0,2024-06-25,Tuesday,7
5573,signup,2024-05-06,Android,India,244.0,2024-05-06,Monday,2
16339,checkout,2024-05-07,Android,India,154.0,2024-05-07,Tuesday,7
4491,checkout,2024-03-08,Web,USA,641.0,2024-03-08,Friday,7
1706,app_open,2024-01-16,Android,UK,458.0,2024-01-16,Tuesday,1
16728,view_product,2024-03-23,Android,UK,402.0,2024-03-23,Saturday,5
7997,search,2024-06-25,Android,USA,625.0,2024-06-25,Tuesday,4
6233,checkout,2024-04-20,Android,India,707.0,2024-04-20,Saturday,7
6755,checkout,2024-04-28,Android,Germany,386.0,2024-04-28,Sunday,7
18718,view_product,2024-05-27,Web,UK,1533.0,2024-05-27,Monday,5
19231,login,2024-04-29,Web,USA,208.0,2024-04-29,Monday,3
7851,add_to_cart,2024-06-01,iOS,Germany,30.0,2024-06-01,Saturday,6
13126,checkout,2024-02-07,iOS,Germany,290.0,2024-02-07,Wednesday,7
8865,checkout,2024-04-10,unknown,India,1305.0,2024-04-10,Wednesday,7
13118,view_product,2024-06-10,unknown,Germany,44.0,2024-06-10,Monday,5
4317,app_open,2024-05-10,Web,USA,1136.0,2024-05-10,Friday,1
13212,search,2024-06-12,iOS,unknown,562.0,2024-06-12,Wednesday,4
12347,view_product,2024-02-18,iOS,UK,175.0,2024-02-18,Sunday,5
11390,add_to_cart,2024-01-13,Web,India,675.0,2024-01-13,Saturday,6
15863,checkout,2024-02-09,unknown,USA,1241.0,2024-02-09,Friday,7
17548,search,2024-03-06,Web,USA,779.0,2024-03-06,Wednesday,4
8060,checkout,2024-04-20,Web,UK,1641.0,2024-04-20,Saturday,7
16504,app_open,2024-05-19,iOS,USA,589.0,2024-05-19,Sunday,1
4057,checkout,2024-05-12,Android,India,1527.0,2024-05-12,Sunday,7
5428,checkout,2024-02-14,Android,UK,818.0,2024-02-14,Wednesday,7
1402,signup,2024-04-19,Android,UK,1353.0,2024-04-19,Friday,2
9605,checkout,2024-01-26,Web,UK,653.0,2024-01-26,Friday,7
16761,add_to_cart,2024-01-14,Web,UK,101.0,2024-01-14,Sunday,6
1867,login,2024-05-18,iOS,UK,1689.0,2024-05-18,Saturday,3
14779,view_product,2024-02-24,Android,India,117.0,2024-02-24,Saturday,5
16155,search,2024-06-01,unknown,India,660.0,2024-06-01,Saturday,4
9210,view_product,2024-06-27,iOS,UK,1717.0,2024-06-27,Thursday,5
1364,purchase,2024-06-15,unknown,Germany,362.0,2024-06-15,Saturday,8
16366,checkout,2024-02-25,Web,USA,1680.0,2024-02-25,Sunday,7
7571,app_open,2024-04-26,Android,unknown,1145.0,2024-04-26,Friday,1
17963,signup,2024-01-14,Android,India,1187.0,2024-01-14,Sunday,2
15017,app_open,2024-05-15,Web,UK,440.0,2024-05-15,Wednesday,1
7468,add_to_cart,2024-03-05,iOS,UK,1633.0,2024-03-05,Tuesday,6
5150,checkout,2024-06-25,Android,UK,20.0,2024-06-25,Tuesday,7
14065,checkout,2024-03-20,Android,USA,1187.0,2024-03-20,Wednesday,7
5137,search,2024-03-31,Android,India,105.0,2024-03-31,Sunday,4
13236,view_product,2024-04-16,Web,USA,291.0,2024-04-16,Tuesday,5
17836,checkout,2024-01-31,Android,India,725.0,2024-01-31,Wednesday,7
13153,purchase,2024-06-06,Web,India,207.0,2024-06-06,Thursday,8
14833,search,2024-04-05,Web,UK,1443.0,2024-04-05,Friday,4
2381,checkout,2024-02-16,iOS,unknown,509.0,2024-02-16,Friday,7
9154,add_to_cart,2024-05-21,Android,UK,1643.0,2024-05-21,Tuesday,6
2467,add_to_cart,2024-05-10,Android,India,1512.0,2024-05-10,Friday,6
14439,purchase,2024-02-22,Android,USA,348.0,2024-02-22,Thursday,8
18264,checkout,2024-04-17,Android,UK,1661.0,2024-04-17,Wednesday,7
13006,app_open,2024-01-24,Android,UK,1213.0,2024-01-24,Wednesday,1
4149,view_product,2024-02-12,iOS,UK,1776.0,2024-02-12,Monday,5
8892,search,2024-01-03,Android,India,1207.0,2024-01-03,Wednesday,4
17136,view_product,2024-01-10,Android,USA,719.0,2024-01-10,Wednesday,5
2168,login,2024-06-04,Web,USA,1456.0,2024-06-04,Tuesday,3
13356,app_open,2024-04-17,iOS,India,1522.0,2024-04-17,Wednesday,1
4129,app_open,2024-05-16,unknown,India,1733.0,2024-05-16,Thursday,1
16032,login,2024-04-06,Android,unknown,580.0,2024-04-06,Saturday,3
3526,signup,2024-03-06,Android,USA,774.0,2024-03-06,Wednesday,2
12059,add_to_cart,2024-01-26,Web,UK,1736.0,2024-01-26,Friday,6
4516,search,2024-05-22,iOS,USA,1032.0,2024-05-22,Wednesday,4
11386,checkout,2024-02-08,unknown,unknown,1120.0,2024-02-08,Thursday,7
4555,signup,2024-04-23,Web,unknown,790.0,2024-04-23,Tuesday,2
17012,view_product,2024-03-06,iOS,India,1712.0,2024-03-06,Wednesday,5
15157,search,2024-03-20,iOS,Germany,1177.0,2024-03-20,Wednesday,4
6111,checkout,2024-02-05,Web,USA,830.0,2024-02-05,Monday,7
7752,checkout,2024-02-14,Web,USA,1603.0,2024-02-14,Wednesday,7
17829,search,2024-03-25,Android,USA,1637.0,2024-03-25,Monday,4
7364,add_to_cart,2024-05-26,Web,USA,1061.0,2024-05-26,Sunday,6
4626,purchase,2024-03-12,iOS,India,1763.0,2024-03-12,Tuesday,8
4875,search,2024-04-23,Web,USA,500.0,2024-04-23,Tuesday,4
6497,login,2024-01-13,Web,USA,847.0,2024-01-13,Saturday,3
16979,checkout,2024-02-21,Android,USA,1129.0,2024-02-21,Wednesday,7
12529,app_open,2024-01-22,Web,UK,1521.0,2024-01-22,Monday,1
17645,purchase,2024-01-31,unknown,India,1223.0,2024-01-31,Wednesday,8
14382,login,2024-05-31,Android,unknown,1545.0,2024-05-31,Friday,3
5025,login,2024-03-28,iOS,India,1697.0,2024-03-28,Thursday,3
11458,checkout,2024-04-11,iOS,UK,824.0,2024-04-11,Thursday,7
14844,login,2024-04-22,iOS,USA,976.0,2024-04-22,Monday,3
5175,purchase,2024-01-07,Web,India,70.0,2024-01-07,Sunday,8
10174,purchase,2024-01-31,Android,India,1038.0,2024-01-31,Wednesday,8
4443,signup,2024-01-08,Web,USA,579.0,2024-01-08,Monday,2
11725,purchase,2024-04-10,Android,USA,1500.0,2024-04-10,Wednesday,8
1693,login,2024-05-30,iOS,Germany,724.0,2024-05-30,Thursday,3
9347,app_open,2024-05-19,Android,UK,1192.0,2024-05-19,Sunday,1
12780,search,2024-01-12,Web,India,652.0,2024-01-12,Friday,4
19196,signup,2024-04-19,iOS,unknown,1445.0,2024-04-19,Friday,2
14841,purchase,2024-02-10,unknown,India,300.0,2024-02-10,Saturday,8
15254,checkout,2024-06-19,Web,India,308.0,2024-06-19,Wednesday,7
15021,add_to_cart,2024-05-02,Android,USA,1633.0,2024-05-02,Thursday,6
14368,login,2024-01-23,iOS,USA,944.0,2024-01-23,Tuesday,3
6724,login,2024-03-22,Android,USA,1515.0,2024-03-22,Friday,3
2407,search,2024-04-24,Web,India,1517.0,2024-04-24,Wednesday,4
